id,dialogue,summary
13829779,"Yvonne: Hi! Can you tell my father that he should come at 5 not at 4 pm.
Iona: He's in town now but I can send him a message.
Iona: Actually why don't you text him?
Yvonne: I did and asked him to call me back but he hasn't read my message.
Iona: That's strange. He is always so fast in replying. Wait a sec!
Iona: Just found his mobile! He's forgotten to take it along.
Yvonne: Oh sugar! Can you leave him a message at home to read when he's back?
Iona: Sure I can but I don't think he'll be coming home before visiting you. He was saying something about driving on to Bretton.
Yvonne: That's too bad. Nobody will be here at 4.
Iona: Hasn't he got a spare key to your place?
Yvonne: He does but quite unlikely he's got it on him. Could you please check if it is on its key hook?
Iona: I'm already on the train to B'ham.
Yvonne: Oh blast!!! I guess I have to leave the key with the neighbours and put a note for him on the door. I'd hate him standing in the cold and dark here and not knowing what's going on.
Iona: Sounds a sensible solution.","Yvonne is trying to reach her dad to let him know to come at 5 instead of 4 as no one will be in. As she nor Iona can reach him, she will leave a key with the neighbours and a note on the door. "
13829869,"John: still angry?
Mary: Yes
John: Honey, i'm sorry it wasn't my fault.
Mary: never mind...",Mary is still angry but it wasn't Johns fault. 
13819830,"Alexander: Can i borrow someone’s pass today? Are you going today, Owen ?
Owen: I didnt get it yet Alex
Summer: you can use mine!
Alexander: No problem, I got Summer’s",Summer will borrow her pass to Alexander on Alexander's request. Owen haven't got his own one yet.
13681185,"Kim: Just checking. Are we still on for Sunday?
Tony: Sure are hon xo
Kim: Awesome! ",Kim and Tony are supposed to meet on Sunday.
13819783,"Taylor: John 
Josh: John 
John: what what
Josh: Why you're not in class? 
Taylor: She's taking attendance
Josh: I am here
Taylor: Where? 
Josh: The other end of the class xd","Taylor and Josh are worried that John is absent. In fact, John is sitting in the other end of the classroom."
13828345,"Henry: <file_video>
Henry: wanna show me something for the keyboard?
Hector: :D
Hector: what do you want to learn? amelie? :D
Henry: -.-","Henry wants Hector to show him how to play something on keyboard. Hector is enthusiastic about showing Henry how to play amelie, but Henry does not like this idea."
13864993,"Lilly: I've just received your postcard from Boston
Joan: after 2 months? LOL
Mick: hahaha, quite ridiculous, where has it been meanwhile?
Lilly: Important is that is has finally arrived, thanks :*
Mick: :*",Lilly's just received a postcard from Boston. Joan and Mick sent it 2 months ago.
13728709,"Edith: Hi Ruth, I am writing because I have some questions concerning the fundraiser
Ruth: How can I help you?
Edith: Do you have the decorations team ready?
Ruth: Yes, Michael volunteered and we should have enough help
Edith: Perfect, is the idea still the same?
Ruth: Yes
Edith: Great then I'll see you in a week!
Ruth: see you in a week.","Edith has some questions to Ruth concerning the fundraiser. Ruth has the decorations team ready, Michael volunteered. Ruth and Edith will meet in a week. "
13716457,"Cora: Yawn! Bored!
Francis: Why don't we do something together?
Kevin: Like the 3 of us?
Francis: Sure! Y not?
Cora: I'm all ears... eyes actually :P
Francis: Well, we could go out 4 food?
Kevin: Pretty hungry myself ;) Thai?
Cora: Indian?
Francis: Fusion? I've heard about a gr8 restaurant in the city centre!
Cora: And then what? Just eat and that's that?
Kevin: No! Absolutely not!","Cora, Francis and Kevin will go out to eat."
13864566,"Tom: are you working in Tamgaly now?
Kai: yes, we are
Tom: and how is it?
Conor: just amazing, about 5000 petroglyphs
Tom: when were they discovered?
Emily: 1957 by an archeologist
Emily: but it's an amazing experience to work here with this Kazakh team
Conor: they're very friendly and hospitable
Conor: pity you didn't come with us
Tom: I know
Conor: how is your health?
Tom: better, I can stand again without any help :)
Emily: great!
Tom: I'm very happy
Tom: so we are!","Kai, Conor and Emily are working in Tamgaly with Kazakh team. There are about 5000 petroglyphs discovered by archeologist in 1957."
13729290,"Rose: just left would be reaching there in 30 minutes... 
Tom: ok all is ready just waiting for you
Rose: coool i am so excited .. cant wait to inaugrate our new cafe
Tom: same here just be quick
Rose: sure!",Tom will see Rose in 30 minutes to inaugurate their new cafe.
13728439,"Ivy: Why are you angry with me?
Ivy: Today at school you didn’t say hi
Ivy: You didn’t even talk to me
James: I think you know why I’m angry
Ivy: Is it because of Tracy?
Ivy: Come on it was a joke!
James: Don’t you ever dare to talk to her like that",James is angry at Ivy for the way she talked to Tracy.
13716798,"Sissy: I've just finish ""Gomorra"", what to see next?
Francesca: Do you have Netflix?
Sissy: Nope
Gabri: You can share with me! I have 2 other screens available. 
Sissy: How much is it per month?
Gabri: Like 3 euro.
Sissy: OK, I will offer you few beers and we are OK?
Gabri: Sure!
Francesca: If you haven't seen it yet watch ""Narcos"".
Sissy: On my list!
Francesca: ""The house of cards""
Gabri: All the documentaries are cool: Virunga and Icarus were excellent!
Francesca: You'll see, it's plenty of good things to watch. Also a documentary on Whitney was not bad.
Sissy: Perfect, sounds like my plan for November!","Sissy has finished ""Gomorra"". Gabri will share Netflix with Sissy for a couple of beers a month. Francesca strongly recommends ""Narcos"", ""The house of cards"" and a documentary on Whitney. Films worth watching, according to Gabri, are ""Virunga"" and ""Icarus."""
13716050,"Kate: Girls! Ready for the adventure?
Ann: Hahah
Agnes: :)
Kate: Ann, can you bring a spare blanket?
Ann: Sure
Agnes: And what about food?
Kate: You can bring something to make breakfast, e.g. sausages, bread, veggies
Kate: Ann will have some soup or something else for lunch and I will have the stuff for the barbecue
Agnes: Ok, thanks
Agnes: What time do we meet up there?
Kate: 11?
Ann: I will be there after 11
Kate: OK
Ann: let's say between 11 and 12
Agnes: ok :)
Kate: ok","Kate, Ann and Agnes are planning an adventure together. Ann will bring a spare blanket and is responsible for lunch, Kate will have things for the barbecue, and Agnes will bring food necessary to prepare breakfast. They're going to meet between 11 and 12."
13729363,"Ava: hey, if anything, I'm still in town this weekend, we could go for a walk tomorrow
Taylor: yeah yeah, that sounds cool, I'd like that 
Ava: I'll be downtown in the middle of the day, do you have plans for early afternoon?
Taylor: nope, I don't that would be good for me 
Ava: alright well I'm thinking I'll be free around 4 or 5 PM
Taylor: cool that works 
Ava: I'll let you know then
Taylor: 👍",Ava is in town for the weekend and wants to go for a walk with Taylor. Ava and Taylor will meet downtown tomorrow afternoon.
13812070,"Matilda: OMG, what did he do this time?!!!
Max: he peed on our bed :(
Matilda: this dog is pure evil, I tell you
Matilda: <file_gif>",The dog peed on Matilda's and Max's bed. 
13730111-1,"Ost: I slept after lunch, and Gorjana with her friends. Now I've just seen you calling.
Vesna: It does not matter, we'll talk tomorrow
Ost: Ok.
Vesna: Are you ok?
Ost: yes, everuting is ok.
Vesna: Cool
Ost: We were in Damir's apartment. Tomorrow we take him to take blood, as preparation for surgery. He'll take out the horns and put tubes.
Vesna:  Are they in the hospital now?
Ost: No, they are going to hospital 19th of novembar. But these are tests for the surgery.
Vesna: Aha ok.",Ost slept after lunch and didn't see Vesna calling. Vesna and Ost will talk tomorrow.Tomorrow Ost will take Damir for the preparations to the surgery. On the 19th of November they will go to the hospital for the surgery. 
13728334-1,"Ella: Hey, u have a dog, right?
Cecil: Yup.
Ella: Where do u buy food?
Cecil: Here <file_other>
Ella: Thanks!
Cecil: No problem.",Ella wants Cecil's recommendation on where to buy dog's food.
13829452,"Shannon: Hey Tess, how was V-day?
Tess: Hey Shannon, it was wonderful :)
Tess: Our first Valentine's day as an official couple.
Shannon: Did Jason plan something romantic?
Tess: I received a dozen red roses at work.
Tess: And then in the evening he made supper.
Shannon: Wow, impressive.
Tess: How about you?
Shannon: John bought flowers and we went out to eat :)
Tess: That's great :)
Tess: See u tomorrow!",Jason prepared a supper for Tess on Valentine's Day. John bought flowers for Shannon. They went out to eat.
13682518,"Julia: How was your birthday?
Mark: Hi! It was great, thanks. :D
Julia: Did you receive anything?
Mark: Yeah, many presents like: tickets to the cinema, sweets, perfume, cash and free beer in the evening. :D
Julia: Haha! Of course! Did you drink like a lot?
Mark: You don't want to know the answer. :D",Julia wants to find out about Mark's birthday. Marks really liked it and got many presents and had a lot to drink.
